State,DivisionId,DivisionAb,DivisionName,PartyAb,CandidateSurname,Votes
VIC,229,MENZ,Menzies,ON,ON_MENZ,2106
VIC,229,MENZ,Menzies,LDP,LDP_MENZ,3273
VIC,229,MENZ,Menzies,AJP,AJP_MENZ,271
VIC,229,MENZ,Menzies,CYA,CYA_MENZ,857
VIC,229,MENZ,Menzies,DHJP,DHJP_MENZ,184
VIC,229,MENZ,Menzies,UAPP,UAPP_MENZ,3365
VIC,229,MENZ,Menzies,AUVA,AUVA_MENZ,20
VIC,323,MONA,Monash,,Informal,4752
VIC,323,MONA,Monash,UAPP,McSHANE,3991
VIC,323,MONA,Monash,IND,LEONARD,10372
VIC,323,MONA,Monash,ALP,O'DONNELL,24759
VIC,323,MONA,Monash,GVIC,MORGAN,9533
VIC,323,MONA,Monash,LP,BROADBENT,36546
VIC,323,MONA,Monash,LDP,EDWARDS,3548
VIC,323,MONA,Monash,ON,HICKEN,7289
VIC,323,MONA,Monash,CYA,WELSH,674
VIC,324,NICH,Nicholls,,Informal,8153
VIC,324,NICH,Nicholls,IND,PRIESTLY,23738
VIC,324,NICH,Nicholls,ALP,ALP_NICH,12974
VIC,324,NICH,Nicholls,LP,LP_NICH,18760
VIC,324,NICH,Nicholls,NP,NP_NICH,23962
VIC,324,NICH,Nicholls,GRN,GRN_NICH,3682
VIC,324,NICH,Nicholls,CEC,CEC_NICH,367
VIC,324,NICH,Nicholls,ON,ON_NICH,6503
VIC,324,NICH,Nicholls,LDP,LDP_NICH,3415
VIC,324,NICH,Nicholls,CYA,CYA_NICH,491
VIC,324,NICH,Nicholls,UAPP,UAPP_NICH,4067
VIC,324,NICH,Nicholls,SOPA,SOPA_NICH,630
VIC,232,SCUL,Scullin,,Informal,5484
VIC,232,SCUL,Scullin,ALP,ALP_SCUL,41454
VIC,232,SCUL,Scullin,LP,LP_SCUL,19528
VIC,232,SCUL,Scullin,GRN,GRN_SCUL,9744
VIC,232,SCUL,Scullin,ON,ON_SCUL,5813
VIC,232,SCUL,Scullin,LDP,LDP_SCUL,3279
VIC,232,SCUL,Scullin,CYA,CYA_SCUL,58
VIC,232,SCUL,Scullin,UAPP,UAPP_SCUL,7395
VIC,232,SCUL,Scullin,VNS,VNS_SCUL,2433
VIC,233,WANN,Wannon,,Informal,5739
VIC,233,WANN,Wannon,IND,DYSON,19504
VIC,233,WANN,Wannon,IND,GARNER,2346
VIC,233,WANN,Wannon,ALP,ALP_WANN,20478
VIC,233,WANN,Wannon,LP,LP_WANN,46224
VIC,233,WANN,Wannon,GRN,GRN_WANN,6965
VIC,233,WANN,Wannon,ON,ON_WANN,3365
VIC,233,WANN,Wannon,LDP,LDP_WANN,2055
VIC,233,WANN,Wannon,AJP,AJP_WANN,58
VIC,233,WANN,Wannon,CYA,CYA_WANN,31
VIC,233,WANN,Wannon,DHJP,DHJP_WANN,59
VIC,233,WANN,Wannon,UAPP,UAPP_WANN,3418
VIC,234,WILL,Wills,,Informal,4902
VIC,234,WILL,Wills,IND,ROBSON,156
VIC,234,WILL,Wills,ALP,ALP_WILL,36501
VIC,234,WILL,Wills,LP,LP_WILL,16224
VIC,234,WILL,Wills,GRN,GRN_WILL,32908
VIC,234,WILL,Wills,ON,ON_WILL,2456
VIC,234,WILL,Wills,SAL,SAL_WILL,2899
VIC,234,WILL,Wills,LDP,LDP_WILL,247
VIC,234,WILL,Wills,AJP,AJP_WILL,1763
VIC,234,WILL,Wills,CYA,CYA_WILL,720
VIC,234,WILL,Wills,UAPP,UAPP_WILL,3283
VIC,234,WILL,Wills,VNS,VNS_WILL,3072
WA,235,BRAN,Brand,,Informal,5724
WA,235,BRAN,Brand,ALP,ALP_BRAN,42050
WA,235,BRAN,Brand,LP,LP_BRAN,18090
WA,235,BRAN,Brand,GRN,GRN_BRAN,9355
WA,235,BRAN,Brand,ON,ON_BRAN,4402
WA,235,BRAN,Brand,LDP,LDP_BRAN,927
WA,235,BRAN,Brand,CYA,CYA_BRAN,509
WA,235,BRAN,Brand,AUC,AUC_BRAN,1815
WA,235,BRAN,Brand,GAP,GAP_BRAN,1243
WA,235,BRAN,Brand,UAPP,UAPP_BRAN,2334
WA,235,BRAN,Brand,WAP,WAP_BRAN,2247
WA,329,BULL,Bullwinkel,,Informal,5589
WA,329,BULL,Bullwinkel,IND,WILLIAMS,1519
WA,329,BULL,Bullwinkel,IND,WILLIAMS,166
WA,329,BULL,Bullwinkel,ALP,ALP_BULL,34800
WA,329,BULL,Bullwinkel,LP,LP_BULL,32793
WA,329,BULL,Bullwinkel,NP,NP_BULL,1307
WA,329,BULL,Bullwinkel,GRN,GRN_BULL,10783
WA,329,BULL,Bullwinkel,ON,ON_BULL,4137
WA,329,BULL,Bullwinkel,LDP,LDP_BULL,1079
WA,329,BULL,Bullwinkel,AJP,AJP_BULL,570
WA,329,BULL,Bullwinkel,CYA,CYA_BULL,1597
WA,329,BULL,Bullwinkel,AUC,AUC_BULL,982
WA,329,BULL,Bullwinkel,GAP,GAP_BULL,377
WA,329,BULL,Bullwinkel,IMO,IMO_BULL,122
WA,329,BULL,Bullwinkel,UAPP,UAPP_BULL,2697
WA,329,BULL,Bullwinkel,WAP,WAP_BULL,2524
WA,317,BURT,Burt,,Informal,5552
WA,317,BURT,Burt,IND,WILLIAMS,172
WA,317,BURT,Burt,ALP,ALP_BURT,44045
WA,317,BURT,Burt,LP,LP_BURT,21949
WA,317,BURT,Burt,GRN,GRN_BURT,8439
WA,317,BURT,Burt,ON,ON_BURT,4297
WA,317,BURT,Burt,LDP,LDP_BURT,89
WA,317,BURT,Burt,CYA,CYA_BURT,1555
WA,317,BURT,Burt,AUC,AUC_BURT,3367
WA,317,BURT,Burt,IMO,IMO_BURT,94
WA,317,BURT,Burt,UAPP,UAPP_BURT,2214
WA,317,BURT,Burt,WAP,WAP_BURT,2295
WA,236,CANN,Canning,,Informal,6123
WA,236,CANN,Canning,IND,WILLIAMS,1370
WA,236,CANN,Canning,ALP,ALP_CANN,30747
WA,236,CANN,Canning,LP,LP_CANN,36535
WA,236,CANN,Canning,GRN,GRN_CANN,7313
WA,236,CANN,Canning,ON,ON_CANN,4062
WA,236,CANN,Canning,LDP,LDP_CANN,721
WA,236,CANN,Canning,CYA,CYA_CANN,588
WA,236,CANN,Canning,AUC,AUC_CANN,1316
WA,236,CANN,Canning,GAP,GAP_CANN,247
WA,236,CANN,Canning,IMO,IMO_CANN,570
WA,236,CANN,Canning,UAPP,UAPP_CANN,2330
WA,236,CANN,Canning,WAP,WAP_CANN,2093
WA,237,COWA,Cowan,,Informal,7266
WA,237,COWA,Cowan,ALP,ALP_COWA,41846
WA,237,COWA,Cowan,LP,LP_COWA,28320
WA,237,COWA,Cowan,GRN,GRN_COWA,9134
WA,237,COWA,Cowan,ON,ON_COWA,2688
WA,237,COWA,Cowan,LDP,LDP_COWA,1093
WA,237,COWA,Cowan,AJP,AJP_COWA,1311
WA,237,COWA,Cowan,CYA,CYA_COWA,965
WA,237,COWA,Cowan,AUC,AUC_COWA,1841
WA,237,COWA,Cowan,GAP,GAP_COWA,332
WA,237,COWA,Cowan,UAPP,UAPP_COWA,2313
WA,237,COWA,Cowan,WAP,WAP_COWA,1614
WA,238,CURT,Curtin,,Informal,3168
WA,238,CURT,Curtin,IND,CHANEY,29586
WA,238,CURT,Curtin,ALP,ALP_CURT,13685
WA,238,CURT,Curtin,LP,LP_CURT,41172
WA,238,CURT,Curtin,GRN,GRN_CURT,10308
WA,238,CURT,Curtin,ON,ON_CURT,1204
WA,238,CURT,Curtin,CYA,CYA_CURT,711
WA,238,CURT,Curtin,UAPP,UAPP_CURT,1720
WA,238,CURT,Curtin,WAP,WAP_CURT,1167
WA,312,DURA,Durack,,Informal,5793
WA,312,DURA,Durack,ALP,ALP_DURA,23921
WA,312,DURA,Durack,LP,LP_DURA,29448
WA,312,DURA,Durack,NP,NP_DURA,7853
WA,312,DURA,Durack,GRN,GRN_DURA,7899
WA,312,DURA,Durack,ON,ON_DURA,5859
WA,312,DURA,Durack,CYA,CYA_DURA,1255
WA,312,DURA,Durack,AUC,AUC_DURA,111
WA,312,DURA,Durack,GAP,GAP_DURA,2508
WA,312,DURA,Durack,UAPP,UAPP_DURA,2026
WA,312,DURA,Durack,WAP,WAP_DURA,2298
WA,239,FORR,Forrest,,Informal,5029
WA,239,FORR,Forrest,ALP,ALP_FORR,25136
WA,239,FORR,Forrest,LP,LP_FORR,39258
WA,239,FORR,Forrest,GRN,GRN_FORR,12262
WA,239,FORR,Forrest,ON,ON_FORR,4789
WA,239,FORR,Forrest,LDP,LDP_FORR,1506
WA,239,FORR,Forrest,CYA,CYA_FORR,1072
WA,239,FORR,Forrest,GAP,GAP_FORR,2768
WA,239,FORR,Forrest,UAPP,UAPP_FORR,2327
WA,239,FORR,Forrest,WAP,WAP_FORR,2036
WA,240,FREM,Fremantle,,Informal,5696
WA,240,FREM,Fremantle,ALP,ALP_FREM,40707
WA,240,FREM,Fremantle,LP,LP_FREM,22312
WA,240,FREM,Fremantle,GRN,GRN_FREM,16658
WA,240,FREM,Fremantle,ON,ON_FREM,2926
WA,240,FREM,Fremantle,SAL,SAL_FREM,1129
WA,240,FREM,Fremantle,LDP,LDP_FREM,1174
WA,240,FREM,Fremantle,CYA,CYA_FREM,1284
WA,240,FREM,Fremantle,GAP,GAP_FREM,2183
WA,240,FREM,Fremantle,UAPP,UAPP_FREM,1907
WA,240,FREM,Fremantle,WAP,WAP_FREM,2112
WA,305,HASL,Hasluck,,Informal,5709
WA,305,HASL,Hasluck,IND,WILLIAMS,1799
WA,305,HASL,Hasluck,ALP,ALP_HASL,36770
WA,305,HASL,Hasluck,LP,LP_HASL,25404
WA,305,HASL,Hasluck,GRN,GRN_HASL,9635
WA,305,HASL,Hasluck,ON,ON_HASL,2953
WA,305,HASL,Hasluck,LDP,LDP_HASL,1112
WA,305,HASL,Hasluck,AJP,AJP_HASL,597
WA,305,HASL,Hasluck,CYA,CYA_HASL,1088
WA,305,HASL,Hasluck,AUC,AUC_HASL,591
WA,305,HASL,Hasluck,GAP,GAP_HASL,92
WA,305,HASL,Hasluck,UAPP,UAPP_HASL,2272
WA,305,HASL,Hasluck,WAP,WAP_HASL,1946
WA,242,MOOR,Moore,,Informal,4461
WA,242,MOOR,Moore,IND,WILLIAMS,0
WA,242,MOOR,Moore,IND,CHANEY,1356
WA,242,MOOR,Moore,ALP,ALP_MOOR,32974
WA,242,MOOR,Moore,LP,LP_MOOR,43226
WA,242,MOOR,Moore,GRN,GRN_MOOR,14589
WA,242,MOOR,Moore,ON,ON_MOOR,3385
WA,242,MOOR,Moore,LDP,LDP_MOOR,0
WA,242,MOOR,Moore,CYA,CYA_MOOR,795
WA,242,MOOR,Moore,GAP,GAP_MOOR,1789
WA,242,MOOR,Moore,UAPP,UAPP_MOOR,2291
WA,242,MOOR,Moore,WAP,WAP_MOOR,2979
WA,243,OCON,O'Connor,,Informal,5736
WA,243,OCON,O'Connor,ALP,ALP_OCON,25296
WA,243,OCON,O'Connor,LP,LP_OCON,42098
WA,243,OCON,O'Connor,GRN,GRN_OCON,10307
WA,243,OCON,O'Connor,ON,ON_OCON,6526
WA,243,OCON,O'Connor,LDP,LDP_OCON,71
WA,243,OCON,O'Connor,CYA,CYA_OCON,1361
WA,243,OCON,O'Connor,AUC,AUC_OCON,2649
WA,243,OCON,O'Connor,GAP,GAP_OCON,2329
WA,243,OCON,O'Connor,UAPP,UAPP_OCON,1716
WA,243,OCON,O'Connor,WAP,WAP_OCON,2257
WA,244,PEAR,Pearce,,Informal,5450
WA,244,PEAR,Pearce,ALP,ALP_PEAR,36083
WA,244,PEAR,Pearce,LP,LP_PEAR,25633
WA,244,PEAR,Pearce,GRN,GRN_PEAR,9564
WA,244,PEAR,Pearce,ON,ON_PEAR,4002
WA,244,PEAR,Pearce,LDP,LDP_PEAR,1250
WA,244,PEAR,Pearce,CYA,CYA_PEAR,621
WA,244,PEAR,Pearce,AUC,AUC_PEAR,1686
WA,244,PEAR,Pearce,GAP,GAP_PEAR,1965
WA,244,PEAR,Pearce,UAPP,UAPP_PEAR,2240
WA,244,PEAR,Pearce,WAP,WAP_PEAR,2050
WA,245,PERT,Perth,,Informal,5473
WA,245,PERT,Perth,ALP,ALP_PERT,36738
WA,245,PERT,Perth,LP,LP_PERT,25539
WA,245,PERT,Perth,GRN,GRN_PERT,20657
WA,245,PERT,Perth,ON,ON_PERT,2457
WA,245,PERT,Perth,LDP,LDP_PERT,1276
WA,245,PERT,Perth,AJP,AJP_PERT,1402
WA,245,PERT,Perth,CYA,CYA_PERT,643
WA,245,PERT,Perth,AUC,AUC_PERT,1352
WA,245,PERT,Perth,GAP,GAP_PERT,610
WA,245,PERT,Perth,UAPP,UAPP_PERT,1492
WA,245,PERT,Perth,WAP,WAP_PERT,1687
WA,247,SWAN,Swan,,Informal,5032
WA,247,SWAN,Swan,ALP,ALP_SWAN,37581
WA,247,SWAN,Swan,LP,LP_SWAN,29678
WA,247,SWAN,Swan,GRN,GRN_SWAN,14149
WA,247,SWAN,Swan,ON,ON_SWAN,2326
WA,247,SWAN,Swan,LDP,LDP_SWAN,1478
WA,247,SWAN,Swan,AJP,AJP_SWAN,1644
WA,247,SWAN,Swan,CYA,CYA_SWAN,836
WA,247,SWAN,Swan,AUC,AUC_SWAN,1939
WA,247,SWAN,Swan,UAPP,UAPP_SWAN,2318
WA,247,SWAN,Swan,WAP,WAP_SWAN,1896
WA,248,TANG,Tangney,,Informal,4256
WA,248,TANG,Tangney,ALP,ALP_TANG,40286
WA,248,TANG,Tangney,LP,LP_TANG,41799
WA,248,TANG,Tangney,GRN,GRN_TANG,13042
WA,248,TANG,Tangney,ON,ON_TANG,2211
WA,248,TANG,Tangney,SAL,SAL_TANG,55
WA,248,TANG,Tangney,LDP,LDP_TANG,1121
WA,248,TANG,Tangney,CYA,CYA_TANG,1041
WA,248,TANG,Tangney,AUC,AUC_TANG,2219
WA,248,TANG,Tangney,GAP,GAP_TANG,110
WA,248,TANG,Tangney,UAPP,UAPP_TANG,1666
WA,248,TANG,Tangney,WAP,WAP_TANG,2063
